ID,ABCB6,AC006538.4,AC010976.2,AC074212.3,ACHE,ACOT13,ACOX2,ACSM1,ADAMTS20,ADAMTS6.x,ADCY5,ADH1B.x,ADH6,ADORA3,AFF2.x,AGMAT,AGO4,AICDA,AMOT,AMPD3,ANAPC1,ANKRD45,AP2B1,APBB1IP,APOBEC3G,AQP1,ARG1,ARHGEF12,ARHGEF19,ASXL3,ATG2A,ATP6V0D1,ATXN2L,BIRC3.x,BLNK,C10orf112,C10orf53,C15orf27,C15orf60,C16orf91,C1orf158,C1orf173,C1QC,C2orf78,C6orf118,C7orf41,C9,C9orf24,CABLES2,CACNA1E,CACNA1G,CALCRL,CAMKV,CASP9,CBLB,CCDC151,CCDC154,CCDC163P,CCDC68,CCL8,CCNA1,CD33,CDH11,CDK17,CEACAM6,CELSR3,CENPE,CFHR1,CFHR3,CHRNA9,CHRNB2,CIRBP,CLCN6,CLDND1,CNNM1,CNTLN,COL21A1.x,COL6A3.x,COLQ,COMMD6,COTL1,CPED1,CPZ,CRB1,CSF1R,CSF2RB,CSMD2.x,CSMD3,CT62,CTCFL,CYC1,DCLK1,DDHD1,DDX60,DENND5B,DICER1,DMRTC2,DNAJC11,DNAJC2,DNAJC25,DNAJC28,DNAJC3,DNAJC5B,DYSF.x,EFCAB12,EFCAB6,EFCAB7,EIF4EBP2,ELMOD1,EMILIN2,EML5,EPHA1,EPHA5,EPPIN-WFDC6,ERVW-1,ETNK1,EVA1C,FAM83B,FAR2,FCGR2B,FCN3.x,FGF12,FILIP1,FLI1.x,FOXP1,FUNDC2P2,FUT6,FXYD7,GALNT14,GALNT15,GALNT9,GCLC,GCN1L1.x,GLYATL1,GOLGA8A,GOT1L1,GPR179,GPR39,GRIA3,GRIK4.x,GRIN2C,GRXCR1.x,HABP2,HCN1,HGF,HHIPL1,HMGCS1.x,HOXB1,hsa-mir-5195,HSP90AA1,HYDIN,IDO1,IGF1,IGHV3-49,IGHV3OR16-13,IKZF4,IL17RD,IL1RN,INSM2,ITIH2.x,ITK,ITLN2,ITSN1,JAG1,JUP,KAT6A,KCNC3,KCNH4,KCNH5,KIAA0100,KIAA1217,KLHL1,KLHL5,KLK6,KMT2D.x,KRT37,LAMB4,LAPTM4A,LARP4B,LEPR,LINC00472,LINC00476,LINGO1,LIPK,LMO7,LPA,LPPR5,LRFN5,MAGEB16,MAP3K6,MARCO,MARK2,MCOLN3,MEIS3,MEP1B,MGAT4C,MIER3,MME,MTHFD1,MTTP,MUC16,MUC19,MYH1.x,MYL3,MYRFL,MYSM1,NARG2,NCOA2.x,NEB.x,NELL1,NKAIN2.x,NLN,NLRP13.x,NOL4,NOVA1,NTNG2.x,NTRK3,NUP62,OBSCN.x,OPA1,OR10K1,OR5H1,OR5H14,OST4,OTP,P2RX3,PAK1IP1,PALLD,PAPPA2.x,PARD3B,PAX6,PCDHB7,PGAM2,PGM5,PHF3,PIK3CA,PILRB,PIPSL,PLCE1,PLCXD3,PLEKHB2.x,PLEKHM1P,PLEKHS1,PLXNA4,PMM1,PNPLA1,POU3F4,PPFIA4,PPIP5K2,PPM1G,PRDM16,PRDX2,PRICKLE1,PRKAG3,PRKG1,PRRT4,PRSS33,PVRIG.x,PWWP2B,RAB5A,RALGDS,RBM12,RGAG1,RGSL1,RIMBP2.x,RLTPR,RNF185,RNF217,RNFT2,RORC.x,RP1,RP11-175P19.2,RP11-255A11.21,RP11-301G19.1,RP11-385D13.1,RP11-575L7.4,RPL18A,RPL26L1,RSPO4,SACM1L,SACS,SC5D,SCCPDH,SCGB1D2,SCN1A,SCOC,SFXN4,SGIP1,SHISA5,SLAMF7,SLC10A7,SLC16A14,SLC16A7,SLC16A9,SLC22A17,SLC38A4,SLC5A12,SLC6A8,SLC9C2,SNAP91,SNCAIP,SNED1,SNTG1,SNX8,SON,SPATS1,SPTA1,SQRDL,SRGAP3,ST7,SYT14,TAGLN,TAL1,TBC1D2B,TCF4,TDRD10,TENM2,TLL1,TMEFF2,TMEM132D,TMX4,TNIP1,TRIP4,TRPC7,TRPM2,TTC3,TTF2,TUSC2,UBASH3A,UMODL1,UNC45B,Unknown.x,USP13,UTRN,VIT,VPS13D.x,VSIG1,VWA3A.x,VWDE.x,WBSCR27,WBSCR28,WDR17,WDR72,WDR87,WEE2,WFDC1,XKR6.x,ZIC1,ZNF271,ZNF286A,ZNF320,ZNF541,ZNF638,ZNF658,ZNF831,ZNF853,40238.x,41883,A2M,A2ML1,ABCA13,ABCA9,ABCB4,ABCC3,ABLIM2,AC079804.1,ACADL,ACE2,ACLY,ACOX3,ADAM32,ADAM7,ADAM9,ADAMTS6.y,ADCY10,ADCY7,ADH1B.y,AHI1,AHNAK2.x,AKAP8L,AKAP9,AL355390.1,ALG3,ALKBH6,ALPK1.x,ANKRD13A,ANXA3,APLNR,APOB.x,ARHGAP22,ARHGAP26,ARHGAP4,ARHGAP40,ARHGEF15,ARID1B,ATP2A2,ATRX,ATXN1,BCL2L13,BCORL1,BECN1,BIN2,BIRC3.y,BIRC6,BTNL8,BZRAP1,C12orf54,C12orf56,C17orf75,C18orf54,C1orf94,C20orf166-AS1,C2orf48,C5AR1,C5orf34,C6,C6orf183,CA10,CACHD1,CACNA1B,CAMTA1,CARD18,CCBE1,CCDC34,CCDC53,CCDC6,CCDC60,CCDC67,CCDC9,CCKBR,CCL22,CCP110,CD163,CD1E,CD37,CDH2,CDH23,CDH7,CEACAM3,CENPH,CFTR,CGB,CGNL1,CHCHD2,CHD5,CHD6,CHMP1B,CHORDC1,CHPF2,CLCN7,CLDN10,CLEC10A,CLRN3,CNGB1,CNNM4,CNTNAP2,COL21A1.y,COL6A3.y,COL8A1,CPSF6,CRIPAK,CSF3,CSMD1,CSMD2.y,CSPG4,CSTF2,CTD-3187F8.14,CTNNA2,CTXN3,CUBN,CWC25,CYP3A4,DAAM1,DAPK2,DAPP1,DARS,DCC,DCX,DDX1,DGKG,DGKI,DMD,DOCK1,DOCK2,DPYSL3,DSCAM,DSG3,DUOXA1,DUSP4,DYSF.y,E2F7,ECE1,EIF3G,ELOVL3,ENDOV,ENTPD1,EPS15,ERMN,ERVV-1,ERVV-2,ESAM,EVPL,EXOC4.x,FAM126A,FAM189A1,FAM19A1.x,FAM26E,FAM3C,FAM71B,FAM90A27P,FARP2,FBN3,FBXW7,FCHO1,FCRL2,FCRL3,FER1L5,FGF23,FLI1.y,FLNB,FMN1.x,FMNL3,FOLH1B,FOXJ1,FRMD3,FRMD6,FSTL3,GAB4,GABRA4,GCN1L1.y,GFRA1,GGT7.x,GMFB,GPR20,GRIA1,GRIK4.y,GSAP,H1FOO,HAPLN1,HBB,HCCS,HDAC2,HDDC3,HECTD4,HERC3,HHIPL2,HIST4H4,HMHA1,HTR2C,HUS1,ICOSLG,IDH1,IFNK,IGF2BP3,IGHA2,IGHV3-38,IGLV3-25,IL12RB1,INHBB,INO80D,INPP5E,INTS3,ISPD,ITGBL1,ITPKB,IZUMO1,KAL1,KALRN,KCNJ10,KCNK9,KDSR,KIAA1239,KIAA1462,KIAA1875,KIAA2022,KLC4,KLHDC8A,KMT2D.y,KRT16P1,KRT79,KRTAP4-8,L3HYPDH,LANCL3,LDOC1L,LIF,LIFR,LILRB4,LINC00431,LINC00917,LIPM,LL22NC03-63E9.3,LNX1,LRP10,LRP8,LRPPRC,LRRK2,LSM7,LUZP2,MADD,MAEL,MAGEB2,MAML1,MAP3K2.x,MAP4K1,MAP4K5,MAPK4,MAST1,MAT1A.x,MBNL1,MCMDC2,MCTP1,MED12,MEIOB,METAP1D,MGAT5B,MGLL,MIR1263,MLKL,MMP26,MORC1,MOXD2P,MPHOSPH9,MST1R,MUC12,MYADML2,MYCBPAP,MYH1.y,MYH9.x,MYO1E,MYO7A.x,NAPSA,NCAN,NCOA2.y,NCOA3,NEB.y,NEK8,NETO1,NFATC4,NKAIN2.y,NKAIN3,NLRP13.y,NLRP8,NMBR,NPAS2.x,NPHS1,NPM3,NRAP,NRXN1.x,NUDT11,NUP210,NXF3,OBSCN.y,OOEP,OPALIN,OR10P1,OR13C3,OR1N1,OR2M2,OR56B3P,OR6K3,OR6Q1,OR6S1,OR7G1,OSBP,OXER1,PAK7,PAPPA2.y,PARP12,PARP8.x,PCNX,PCYT1A,PCYT1B,PDHA2,PEBP4,PFKP,PHLPP1,PHYHIP,PLA2G16,PLEKHB2.y,PLG.x,PML,POGK,POLR3D,POM121L4P,POMGNT1,PRDM9.x,PRKACA,PRKCQ,PRPH2,PRR23B,PRSS16,PRSS56,PSG11,PSME3,PTCH1,PTCHD2,PTGFR,PTK2B,PTPRQ,PTPRU,PVRIG.y,RAB11FIP1,RAB37,RAD17,RAI14,RALGAPA2,RALGPS2,RAP1GAP2,RBM6,RGPD3,RIMBP2.y,RNF41,RORC.y,RP11-219A15.1,RP11-371I1.2,RP11-383H13.1,RP11-697E2.7,RP11-831H9.11,RP11-86L19.2,RPL39,RPRD1B,RPS14,RRBP1,RRP1,RUNDC1,RUNDC3A,SARM1,SART3,SBK1,SCN4A,SEMA6D,SENP2,SFTPB,SGCZ.x,SHBG,SIM1,SIPA1L3,SLAIN2,SLC12A3,SLC14A2,SLC17A4,SLC17A7,SLC22A14.x,SLC24A2,SLC2A13,SLC30A5,SLC35E2,SLC50A1,SLC8A3,SLC9A5,SLITRK6,SMAD1,SNAP29,SNHG14,SNIP1.x,SNRPD2,SPATA7,SPIN1,SPNS1,SPTB,SPTBN2,STAB1,STAT1,SUCNR1,SULF2,SURF1,SVOPL,SYNDIG1,SYNE2,TACC1,TAF7L,TARS2,TBC1D4,TBL1X,TBX5,TBXA2R,TCP11,TENM1,TENM3,THRB,THSD1,TIMM44,TM4SF4,TMEM127,TMEM178B,TMEM185A,TMEM260,TMPRSS7,TNFAIP2,TNIP3,TNNT2,TOM1L2,TOX,TPGS2,TRA2A,TRABD2B,TRBV7-3,TRIM24,TRIM29,TRIM71,TRIOBP,TRPM3.x,TSPAN11,TTC28,TTC5,TTLL10,TTN.x,TXNDC16,TYRP1,UBE2D4,UBXN8,UGP2,UGT2B17,UNC13C,Unknown.y,USH1C,USP28,USP32,USP47,UTP3,UTS2B,VEGFC,VGLL3.x,VIPR2,VSTM4,VWA3A.y,VWA5B1.x,VWCE,WASF1,WSCD2,XKR4,YIPF1,ZBTB46,ZC3H4,ZDHHC9,ZFAT,ZMAT4,ZNF182,ZNF202,ZNF208,ZNF324,ZNF334,ZNF354C,ZNF365.x,ZNF439,ZNF608,ZNF785,ZNF85,ZP4,ZSCAN12,ZSCAN5C.x,40238.y,AASS,ACP1,ADAM18,ADCY4,ADH7,AFF2.y,AHNAK2.y,AKR1C1,AKR1C3,ALDH18A1,ALMS1P,ALPK1.y,ALX1,ANGPTL7,ANK3,ANKFY1,ANKRD36BP2,ANO4,ANXA4,AOX1,AP005901.1,AP3B2,APOB.y,APOH,ARAP2,ARGFX,ARHGAP23P1,ARHGAP29,ARHGEF28,ASTN1,ATG14,ATP1A4,ATP7B,ATPAF2,BARD1,BARX2,BCAM,BNC2,BNIP3P1,BPIFB1,BRD3,BRSK2,BVES,C12orf36,C12orf76,C1orf222,C1QTNF8,C2CD3,C3orf52,C6orf58,C9orf78,CACNA1C,CACNA2D3,CACNB4,CAPN8,CARD6,CBX6,CCDC116,CCDC141,CCDC148,CCDC40,CCDC65,CCDC88B,CD1D,CD86,CDH12,CDH6,CEACAM20,CECR2,CHM,CHRM2,CHRM3,CIITA,CLDN1,COG6,COL1A2,COL21A1,COL6A5,COL7A1,COPS7A,CPNE9,CSF3R,CSMD2,CTGF,CTSC,CYP2A13,DAB2,DCAF17,DCDC1,DCN,DEFA4,DENND2A,DERA,DNAH10OS,DOCK6,DOCK9,DPP3,DSCAML1,DSP,DZIP1L,EDC4,EFCAB2,ELAVL3,ENPEP,ENPP5,ENTPD5,EPHA3,EPT1,ESPNL,EXOC4.y,EYS,FABP4,FAIM2,FAM111B,FAM153C,FAM184A,FAM194A,FAM19A1.y,FAM35A,FAM49A,FAM90A28P,FARP1,FAT4,FCN3.y,FFAR4,FGFR2,FMN1.y,FNDC1,FOXC2,FOXK1,FOXL1,FRMD5,FSD1,FSD1L,FYB,GALNT8,GAS2L3,GDF5,GDNF,GGT7.y,GIGYF1,GIMAP8,GJB7,GLDN,GNRHR,GOLGA2,GPR133,GPR61,GPR98,GPRC5A,GPRC6A,GRM7,GRXCR1.y,GZMA,HCRTR2,HEATR5A,HEATR5B,HELLS,HERC6,HIST1H2BI,HMGA2,HMGCS1.y,HOMER2,HRH2,HYOU1,IFT122,IL20RA,INPP4B,INTU,IPP,IQCJ-SCHIP1,ISX,ITIH2.y,JAKMIP2,KCNB2,KIAA0556,KIAA1549,KIF2B,KIF3A,KIF4A,KRT72,KSR1,L1TD1,LGSN,LINC00966,LRP1B,LRRC27,LRRC3,LRRIQ3,MAB21L3,MAGEA10,MANBA,MAP3K2.y,MASP2,MAT1A.y,MCC,MDGA1,MECOM,MED12L,MED27,METAP1,MIR31HG,MIR516B2,MLIP,MOCS3,MPPED1,MUC4,MYH7B,MYH9.y,MYO5B,MYO7A.y,MYO7B,MYOM3,NAA50,NALCN,NASP,NBR1,NDUFB4,NEB,NPAS2.y,NRP2,NRXN1.y,NSD1,NTNG2.y,NUB1,NYAP1,OBP2A,OLFM3,ONECUT2,OR51L1,OR5D18,OR5M1,OS9,OSBPL11,OSMR,OTOA,P2RX7,PADI2,PAPPA,PARK2,PARM1,PARP8.y,PBX1,PCBP2,PCDP1,PCGF3,PCLO,PCNT,PDE1A,PDE1C,PDE3A,PFKFB3,PGM1,PIFO,PIK3CG,PIK3R4,PKHD1L1,PLEKHA6,PLEKHM2,PLG.y,PLK5,PLXNC1,PMEPA1,PNPLA6,POLE,POSTN,PPP6R2,PPY,PRAME,PRAMEF13,PRAMEF4,PRDM10,PRDM2,PRDM9.y,PRKCB,PROSC,PROZ,PRSS27,PSMD9,PTK7,PTPN4,PTPRT,PUM2,PWWP2A,PXMP4,RFC4,RGS6,RGS7,RNF20,RP11-384J4.1,RP11-54D18.3,RP11-690P14.4,RP11-713P17.3,RPP14,RPRD2,RPS6KC1,RRP12,RRS1,RTFDC1,RTN4IP1,RYR3,SALL4,SAMD12,SCLY,SCML4,SEC11A,SEC14L3,SEC63,SEMA3B,SF3B3,SGCZ.y,SGK1,SHANK2,SIGLEC1,SLC13A2,SLC14A1,SLC17A6,SLC1A7,SLC22A14.y,SLC22A3,SLC22A9,SLC23A3,SLC25A45,SLC26A7,SLC35D1,SLC3A2,SLC4A1,SLC9A2,SLCO1B1,SLCO2A1,SLIT2,SNIP1.y,SNRPA,SNX13,SNX29,SPEF2,SPEG,SPOCK2,SPRN,SPTLC2,SRPK1,ST8SIA4,STK31,SVIL,SYCP2L,TAF3,TAT,TBC1D9,TCF12,TCOF1,TDRD1,TENC1,TET1,TFR2,TIAM2,TINF2,TMEM184B,TMEM56,TMPRSS11A,TMPRSS11E,TMPRSS3,TNN,TOP3B,TPCN2,TPMT,TRBV5-1,TREM1,TRPM3.y,TSPAN8,TTN.y,UBAC2,UBE2G2,UBR4,UNC80,Unknown,UTP20,VAV2,VDAC2,VEZT,VGLL3.y,VPS13D.y,VRTN,VWA5A,VWA5B1.y,VWDE.y,WHSC1L1,WWC2,WWP2,XDH,XIST,XKR6.y,XRN1,ZAN,ZBTB42,ZCWPW2,ZNF259,ZNF287,ZNF365.y,ZNF556,ZNF668,ZNF791,ZNF812,ZSCAN5C.y,tot
D12_RBK01,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370
D12_RBK02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525
